281,14286,United Kingdom
282,13154,United Kingdom
283,14564,Channel Islands
284,13408,United Kingdom
285,16645,United Kingdom
286,12714,France
287,16335,United Kingdom
288,13093,United Kingdom
289,12759,Netherlands
290,13666,United Kingdom
291,17160,United Kingdom
292,13946,United Kingdom
293,14723,United Kingdom
294,14961,United Kingdom
295,14735,United Kingdom
296,18061,United Kingdom
297,15078,United Kingdom
298,17389,United Kingdom
299,16883,United Kingdom
300,13175,United Kingdom
301,17076,United Kingdom
302,13948,United Kingdom
303,18223,United Kingdom
304,16192,United Kingdom
305,15999,United Kingdom
306,15109,United Kingdom
307,14680,United Kingdom
308,18092,United Kingdom
309,16891,United Kingdom
310,13481,United Kingdom
311,13807,United Kingdom
312,14979,United Kingdom
313,16656,United Kingdom
314,16746,United Kingdom
315,17157,United Kingdom
316,15309,United Kingdom
317,16325,United Kingdom
318,16541,United Kingdom
319,16723,United Kingdom
320,16699,United Kingdom
321,16710,United Kingdom
322,12510,Spain
323,13162,United Kingdom
324,15382,United Kingdom
325,13680,United Kingdom
326,12970,United Kingdom
327,17935,United Kingdom
328,17593,United Kingdom
329,17151,United Kingdom
330,16451,United Kingdom
331,17127,United Kingdom
332,13694,United Kingdom
333,14087,United Kingdom
334,13733,United Kingdom
335,18181,United Kingdom
336,13174,United Kingdom
337,13329,United Kingdom
338,17421,United Kingdom
339,16351,United Kingdom
340,15684,United Kingdom
341,17884,United Kingdom
342,15514,United Kingdom
343,13679,United Kingdom
344,18225,United Kingdom
345,12748,United Kingdom
346,13199,United Kingdom
347,13487,United Kingdom
348,17018,United Kingdom
349,18071,United Kingdom
350,16593,United Kingdom
351,14238,United Kingdom
352,15223,United Kingdom
353,13021,United Kingdom
354,17115,United Kingdom
355,17850,United Kingdom
356,14239,United Kingdom
357,13999,United Kingdom
358,13958,United Kingdom
359,13641,United Kingdom
360,15420,United Kingdom
361,12359,Cyprus
362,12820,United Kingdom
363,16410,United Kingdom
364,15240,United Kingdom
365,16158,United Kingdom
366,15484,United Kingdom
367,14709,United Kingdom
368,15057,United Kingdom
369,14867,United Kingdom
370,17642,United Kingdom
371,13813,Germany
372,13589,United Kingdom
373,12417,Belgium
374,17920,United Kingdom
375,12975,United Kingdom
376,16104,United Kingdom
377,17150,United Kingdom
378,16277,United Kingdom
379,17244,United Kingdom
380,15260,United Kingdom
381,12583,France
382,15555,United Kingdom
383,13736,United Kingdom
384,14133,United Kingdom
385,15571,United Kingdom
386,13448,United Kingdom
387,17085,United Kingdom
388,15059,United Kingdom
389,14468,United Kingdom
390,16395,United Kingdom
391,16485,United Kingdom
392,15878,United Kingdom
393,15860,United Kingdom
394,13373,United Kingdom
395,14608,United Kingdom
396,14896,United Kingdom
397,16964,United Kingdom
398,15983,United Kingdom
399,13782,United Kingdom
400,14454,United Kingdom
401,14717,United Kingdom
402,16718,United Kingdom
403,15751,United Kingdom
404,14546,United Kingdom
405,17848,United Kingdom
406,17561,United Kingdom
407,15547,United Kingdom
408,17406,United Kingdom
409,14479,United Kingdom
410,17969,United Kingdom
411,14548,United Kingdom
412,17916,United Kingdom
413,13319,United Kingdom
414,16773,United Kingdom
415,15479,United Kingdom
416,15822,United Kingdom
417,13890,United Kingdom
418,13211,United Kingdom
419,15641,United Kingdom
420,14123,United Kingdom
421,13019,United Kingdom
422,17858,United Kingdom
423,14940,United Kingdom
424,16686,United Kingdom
425,15691,United Kingdom
426,16436,United Kingdom
427,17610,United Kingdom
428,17530,United Kingdom
429,13491,United Kingdom
430,14003,United Kingdom
431,12839,United Kingdom
432,-2,EIRE
433,17557,United Kingdom
434,14738,United Kingdom
435,16124,United Kingdom
436,12471,Germany
437,17739,United Kingdom
438,16556,United Kingdom
439,14695,United Kingdom
440,14828,United Kingdom
441,15115,United Kingdom
442,13693,United Kingdom
443,14955,United Kingdom
444,14037,United Kingdom
445,18077,United Kingdom
446,13905,United Kingdom
447,17508,Greece
448,16768,United Kingdom
449,13984,United Kingdom
450,13495,United Kingdom
451,13190,United Kingdom
452,14408,United Kingdom
453,15358,United Kingdom
454,17707,United Kingdom
455,17044,United Kingdom
456,14471,United Kingdom
457,17436,United Kingdom
458,13234,United Kingdom
459,14574,United Kingdom
460,15716,United Kingdom
461,16684,United Kingdom
462,14540,United Kingdom
463,14307,United Kingdom
464,18219,United Kingdom
465,12747,United Kingdom
466,18162,United Kingdom
467,17441,United Kingdom
468,17988,United Kingdom
469,12600,Germany
470,12523,France
471,13206,United Kingdom
472,14512,United Kingdom
473,16353,United Kingdom
474,16018,United Kingdom
475,14670,United Kingdom
476,14590,United Kingdom
477,13070,United Kingdom
478,17457,United Kingdom
479,15421,United Kingdom
480,17990,United Kingdom
481,13148,United Kingdom
482,17364,United Kingdom
483,13042,United Kingdom
484,12443,Norway
485,15694,United Kingdom
486,16717,United Kingdom
487,17231,United Kingdom
488,16702,United Kingdom
489,13267,United Kingdom
490,12540,Spain
491,17270,United Kingdom
492,13393,United Kingdom
493,14113,United Kingdom
494,15369,United Kingdom
495,12358,Austria
496,18259,United Kingdom
497,17047,United Kingdom
498,14136,United Kingdom
499,16735,United Kingdom
500,14215,United Kingdom
501,15971,United Kingdom
502,14295,United Kingdom
503,13382,United Kingdom
504,13025,United Kingdom
505,16013,United Kingdom
506,14558,United Kingdom
507,18002,United Kingdom
508,17854,United Kingdom
509,15079,United Kingdom
510,16029,United Kingdom
511,18271,United Kingdom
512,14290,United Kingdom
513,17268,United Kingdom
514,17067,United Kingdom
515,16560,United Kingdom
516,14861,United Kingdom
517,17371,United Kingdom
518,18145,United Kingdom
519,16400,United Kingdom
520,15093,United Kingdom
521,13643,United Kingdom
522,17852,United Kingdom
523,15456,United Kingdom
524,13571,United Kingdom
525,16732,United Kingdom
526,16940,United Kingdom
527,15162,United Kingdom
528,18203,United Kingdom
529,14494,United Kingdom
530,17978,United Kingdom
531,15031,United Kingdom
532,14085,United Kingdom
533,17230,United Kingdom
534,13410,United Kingdom
535,14063,United Kingdom
536,12785,Portugal
537,13081,United Kingdom
538,14605,United Kingdom
539,14285,United Kingdom
540,16892,United Kingdom
541,16805,United Kingdom
542,13204,United Kingdom
543,15924,United Kingdom
544,15823,United Kingdom
545,13576,United Kingdom
546,17178,United Kingdom
547,13798,United Kingdom
548,18275,United Kingdom
549,13855,United Kingdom
550,15298,United Kingdom
551,15674,United Kingdom
552,14679,United Kingdom
553,16253,United Kingdom
554,13883,United Kingdom
555,13557,United Kingdom
556,16204,United Kingdom
557,15633,United Kingdom
558,15203,United Kingdom
559,13136,United Kingdom
560,15181,United Kingdom
561,17188,United Kingdom
562,13455,United Kingdom
563,13114,United Kingdom
564,13768,United Kingdom
565,14291,United Kingdom
566,12712,Germany
567,14732,United Kingdom
568,13202,United Kingdom
569,16945,United Kingdom
570,12487,Sweden
571,13672,United Kingdom
572,17929,United Kingdom
573,16771,United Kingdom
574,16782,United Kingdom
575,18051,United Kingdom
576,16912,United Kingdom
577,12924,United Kingdom
578,15403,United Kingdom
579,14173,United Kingdom
580,14211,United Kingdom
581,14593,United Kingdom
582,16802,United Kingdom
583,15302,United Kingdom
584,16709,United Kingdom
585,17954,United Kingdom
586,13727,United Kingdom
587,15911,United Kingdom
588,14990,United Kingdom
589,16705,United Kingdom
590,13141,United Kingdom
591,12709,Germany
592,14171,United Kingdom
593,13983,United Kingdom
594,17296,United Kingdom
595,17631,United Kingdom
596,17449,United Kingdom
597,17184,United Kingdom
598,14107,United Kingdom
599,12917,United Kingdom
600,16755,United Kingdom
601,13825,United Kingdom
602,13770,United Kingdom
603,14505,United Kingdom
604,15441,United Kingdom
605,16933,United Kingdom
606,13426,United Kingdom
607,17043,United Kingdom
608,13498,United Kingdom
609,16186,United Kingdom
610,18065,United Kingdom
611,17880,United Kingdom
612,13848,United Kingdom
613,15077,United Kingdom
614,13728,United Kingdom
615,15209,United Kingdom
616,15841,United Kingdom
617,14134,United Kingdom
618,15465,United Kingdom
619,17603,United Kingdom
620,16143,United Kingdom
621,14942,United Kingdom
622,14293,United Kingdom
623,17861,United Kingdom
624,15039,United Kingdom
625,16843,United Kingdom
626,15858,United Kingdom
627,17388,United Kingdom
628,15085,United Kingdom
629,13091,United Kingdom
630,15642,United Kingdom
631,14099,United Kingdom
632,15854,United Kingdom
633,12978,United Kingdom
634,17027,United Kingdom
635,15889,United Kingdom
636,16748,United Kingdom
637,16459,United Kingdom
638,13173,United Kingdom
639,15805,United Kingdom
640,15912,United Kingdom
641,16596,United Kingdom
642,16663,United Kingdom
643,12989,United Kingdom
644,16985,United Kingdom
645,14648,United Kingdom
646,15573,United Kingdom
647,15367,United Kingdom
648,14895,United Kingdom
649,14062,United Kingdom
650,15157,United Kingdom
651,15623,United Kingdom
652,13831,United Kingdom
653,14626,United Kingdom
654,15032,United Kingdom
655,16670,United Kingdom
656,15882,United Kingdom
657,17032,United Kingdom
658,12979,United Arab Emirates
659,15738,United Kingdom
660,14043,United Kingdom
661,17675,United Kingdom
662,15916,United Kingdom
663,16901,United Kingdom
664,12933,United Kingdom
665,14507,United Kingdom
666,17696,United Kingdom
667,18276,United Kingdom
668,14030,United Kingdom
669,14081,United Kingdom
670,17351,United Kingdom
671,16798,United Kingdom
672,17512,United Kingdom
673,13542,United Kingdom
674,16905,United Kingdom
675,15494,United Kingdom
676,14702,United Kingdom
677,17165,United Kingdom
678,16293,United Kingdom
679,15769,United Kingdom
680,18172,United Kingdom
681,18268,United Kingdom
682,14519,United Kingdom
683,14191,United Kingdom
684,13077,United Kingdom
685,14643,United Kingdom
686,12957,United Kingdom
687,14577,United Kingdom
688,17409,United Kingdom
689,16470,United Kingdom
690,16191,United Kingdom
691,17344,United Kingdom
692,16365,United Kingdom
693,13418,United Kingdom
694,12854,United Kingdom
695,15197,United Kingdom
696,13953,United Kingdom
697,14298,United Kingdom
698,16952,United Kingdom
699,13415,United Kingdom
700,13668,United Kingdom
701,14790,United Kingdom
702,17487,United Kingdom
703,17958,United Kingdom
704,17754,United Kingdom
705,15898,United Kingdom
706,14130,United Kingdom
707,17860,United Kingdom
708,12664,Finland
709,16719,United Kingdom
710,16442,United Kingdom
711,13317,United Kingdom
712,15196,United Kingdom
713,15956,United Kingdom
714,15169,United Kingdom
715,14685,United Kingdom
716,15503,United Kingdom
717,13026,United Kingdom
718,15144,United Kingdom
719,12843,United Kingdom
720,14161,United Kingdom
721,17172,United Kingdom
722,16830,United Kingdom
723,16127,United Kingdom
724,17539,United Kingdom
725,15944,United Kingdom
726,17211,United Kingdom
727,14514,United Kingdom
728,17066,United Kingdom
729,15850,United Kingdom
730,17290,United Kingdom
731,13735,United Kingdom
732,12681,France
733,17802,United Kingdom
734,15628,United Kingdom
735,15446,United Kingdom
736,14525,United Kingdom
737,14751,United Kingdom
738,12683,France
739,13087,United Kingdom
740,15562,United Kingdom
741,17819,United Kingdom
742,16409,United Kingdom
743,14277,France
744,14466,United Kingdom
745,16725,United Kingdom
746,17799,United Kingdom
747,17910,United Kingdom
748,16551,United Kingdom
749,15577,United Kingdom
750,12346,United Kingdom
751,12439,Cyprus
752,13462,United Kingdom
753,13872,United Kingdom
754,13013,United Kingdom
755,14977,United Kingdom
756,12472,Germany
757,16769,United Kingdom
758,17075,United Kingdom
759,16190,United Kingdom
760,14032,United Kingdom
761,17825,United Kingdom
762,15329,United Kingdom
763,17908,United Kingdom
764,15534,United Kingdom
765,16327,United Kingdom
766,15920,United Kingdom
767,12613,Germany
768,17318,United Kingdom
769,17965,United Kingdom
770,14401,United Kingdom
771,15188,United Kingdom
772,16019,United Kingdom
773,12926,United Kingdom
774,17623,United Kingdom
775,15015,United Kingdom
776,14796,United Kingdom
777,14042,United Kingdom
778,15867,United Kingdom
779,16125,United Kingdom
780,13591,United Kingdom
781,16280,United Kingdom
782,12920,United Kingdom
783,17866,United Kingdom
784,13577,United Kingdom
785,16064,United Kingdom
786,17416,United Kingdom
787,15640,United Kingdom
788,12992,United Kingdom
789,15672,United Kingdom
790,13000,United Kingdom
791,17012,United Kingdom
792,16098,United Kingdom
793,16554,United Kingdom
794,13004,United Kingdom
795,15838,United Kingdom
796,17572,United Kingdom
797,13902,Denmark
798,17213,United Kingdom
799,17251,United Kingdom
800,16858,United Kingdom
801,17082,United Kingdom
802,14607,United Kingdom
803,17262,United Kingdom
804,18220,United Kingdom
805,17625,United Kingdom
806,17233,United Kingdom
807,17095,United Kingdom
808,16713,United Kingdom
809,12941,United Kingdom
810,17596,United Kingdom
811,15812,United Kingdom
812,14966,United Kingdom
813,15070,United Kingdom
814,18260,United Kingdom
815,16749,United Kingdom
816,13405,United Kingdom
817,17797,United Kingdom
818,13823,United Kingdom
819,15566,United Kingdom
820,13050,United Kingdom
821,13756,United Kingdom
822,17816,United Kingdom
823,16308,United Kingdom
824,15785,United Kingdom
825,14897,United Kingdom
826,15527,United Kingdom
827,17368,United Kingdom
828,15637,United Kingdom
829,15393,United Kingdom
830,18177,United Kingdom
831,13473,United Kingdom
832,16605,United Kingdom
833,12956,United Kingdom
834,12971,United Kingdom
835,13711,United Kingdom
836,15394,United Kingdom
837,14460,United Kingdom
838,14769,United Kingdom
839,15312,United Kingdom
840,17646,United Kingdom
841,13952,United Kingdom
842,15713,United Kingdom
843,16366,United Kingdom
844,18286,United Kingdom
845,17677,United Kingdom
846,13047,United Kingdom
847,14869,United Kingdom
848,16197,United Kingdom
849,13074,United Kingdom
850,13289,United Kingdom
851,16119,United Kingdom
852,13769,United Kingdom
853,15184,United Kingdom
854,15499,United Kingdom
855,12586,Italy
856,18012,United Kingdom
857,13403,United Kingdom
858,14625,United Kingdom
859,17833,United Kingdom
860,15222,United Kingdom
861,13178,United Kingdom
862,14415,United Kingdom
863,16195,United Kingdom
864,17776,United Kingdom
865,16569,United Kingdom
866,17469,United Kingdom
867,14055,United Kingdom
868,17873,United Kingdom
869,15044,United Kingdom
870,14329,United Kingdom
871,17091,United Kingdom
872,16694,United Kingdom
873,15055,United Kingdom
874,18144,United Kingdom
875,13008,United Kingdom
876,13941,United Kingdom
877,14092,United Kingdom
878,12867,United Kingdom
879,16742,United Kingdom
880,15498,United Kingdom
881,17402,United Kingdom
882,18201,United Kingdom
883,13225,United Kingdom
884,17662,United Kingdom
885,15863,United Kingdom
886,18186,United Kingdom
887,13875,United Kingdom
888,12557,Spain
889,13266,United Kingdom
890,14484,United Kingdom
891,18097,United Kingdom
892,13520,Switzerland
893,15862,United Kingdom
894,17612,United Kingdom
895,14422,United Kingdom
896,18006,United Kingdom
897,14095,United Kingdom
898,16908,United Kingdom
899,13427,United Kingdom
900,17103,United Kingdom
901,13203,United Kingdom
902,16439,United Kingdom
903,15270,United Kingdom
904,16150,United Kingdom
905,16661,United Kingdom
906,17400,United Kingdom
907,17526,United Kingdom
908,13039,United Kingdom
909,15428,United Kingdom
910,16720,United Kingdom
911,15879,United Kingdom
912,17638,United Kingdom
913,12708,Germany
914,12826,United Kingdom
915,16772,United Kingdom
916,17927,United Kingdom
917,14083,United Kingdom
918,14555,United Kingdom
919,16296,United Kingdom
920,18036,United Kingdom
921,13921,United Kingdom
922,12455,Cyprus
923,13995,United Kingdom
924,12422,Australia
925,16600,United Kingdom
926,17028,United Kingdom
927,16222,United Kingdom
928,15497,United Kingdom
929,14949,United Kingdom
930,17324,United Kingdom
931,15409,United Kingdom
932,13327,United Kingdom
933,13781,United Kingdom
934,16592,United Kingdom
935,18252,United Kingdom
936,14105,United Kingdom
937,13847,United Kingdom
938,15518,United Kingdom
939,17624,United Kingdom
940,13871,United Kingdom
941,12609,Germany
942,14404,United Kingdom
943,13111,United Kingdom
944,16282,United Kingdom
945,13510,United Kingdom
946,14119,United Kingdom
947,17182,United Kingdom
948,14819,United Kingdom
949,14480,United Kingdom
950,17888,United Kingdom
951,18251,United Kingdom
952,12440,Austria
953,18190,United Kingdom
954,13082,United Kingdom
955,15064,United Kingdom
956,14151,United Kingdom
957,12539,Spain
958,13287,United Kingdom
959,13821,United Kingdom
960,16792,United Kingdom
961,17807,United Kingdom
962,14477,United Kingdom
963,14839,United Kingdom
964,17950,United Kingdom
965,16875,United Kingdom
966,13901,United Kingdom
967,14198,United Kingdom
968,15521,United Kingdom
969,18171,United Kingdom
970,16017,United Kingdom
971,13253,United Kingdom
972,13338,United Kingdom
973,14969,United Kingdom
974,15865,United Kingdom
975,13610,United Kingdom
976,13965,United Kingdom
977,14954,United Kingdom
978,14210,United Kingdom
979,17362,United Kingdom
980,14194,United Kingdom
981,18008,United Kingdom
982,17753,United Kingdom
983,17941,United Kingdom
984,18094,United Kingdom
985,17404,Sweden
986,14541,United Kingdom
987,15266,United Kingdom
988,16641,United Kingdom
989,16862,United Kingdom
990,16888,United Kingdom
991,15874,United Kingdom
992,15100,United Kingdom
993,15324,United Kingdom
994,14465,United Kingdom
995,15152,United Kingdom
996,12678,France
997,16057,United Kingdom
998,12648,Germany
999,15586,United Kingdom
1000,14045,United Kingdom
1001,13360,United Kingdom
1002,15827,United Kingdom
1003,13854,United Kingdom
1004,16103,United Kingdom
1005,15607,United Kingdom
1006,16027,United Kingdom
1007,14327,United Kingdom
1008,18170,United Kingdom
1009,14016,EIRE
1010,13044,United Kingdom
1011,14573,United Kingdom
1012,13259,United Kingdom
1013,16109,United Kingdom
1014,16787,United Kingdom
1015,14849,United Kingdom
1016,14532,United Kingdom
1017,17323,United Kingdom
1018,14160,United Kingdom
1019,13762,United Kingdom
1020,18231,United Kingdom
1021,12951,United Kingdom
1022,14091,United Kingdom
1023,13634,United Kingdom
1024,17222,United Kingdom
1025,18242,United Kingdom
1026,17147,United Kingdom
1027,17113,United Kingdom
1028,13709,United Kingdom
1029,17139,United Kingdom
1030,18115,United Kingdom
1031,17529,United Kingdom
1032,12549,USA
1033,12875,United Kingdom
1034,17740,United Kingdom
1035,15549,United Kingdom
1036,14984,United Kingdom
1037,12406,Denmark
1038,17023,United Kingdom
1039,13433,United Kingdom
1040,15186,United Kingdom
1041,12939,United Kingdom
1042,16841,United Kingdom
1043,17945,United Kingdom
1044,15299,United Kingdom
1045,15002,United Kingdom
1046,12623,Germany
1047,16422,United Kingdom
1048,13622,United Kingdom
1049,14225,United Kingdom
1050,14241,United Kingdom
1051,17352,United Kingdom
1052,12649,Germany
1053,14137,United Kingdom
1054,14154,United Kingdom
1055,14826,United Kingdom
1056,16585,United Kingdom
1057,15513,United Kingdom
1058,12647,Germany
1059,17962,United Kingdom
1060,17757,United Kingdom
1061,14146,United Kingdom
1062,13929,United Kingdom
1063,16304,United Kingdom
1064,13152,United Kingdom
1065,18041,United Kingdom
1066,13787,United Kingdom
1067,16414,United Kingdom
1068,14256,United Kingdom
1069,15903,United Kingdom
1070,16660,United Kingdom
1071,14423,United Kingdom
1072,18134,United Kingdom
1073,12644,Germany
1074,17496,United Kingdom
1075,15605,United Kingdom
1076,13233,United Kingdom
1077,15046,United Kingdom
1078,13562,United Kingdom
1079,12431,Belgium
1080,15359,United Kingdom
1081,18106,United Kingdom
1082,17681,United Kingdom
1083,12755,Japan
1084,12789,Netherlands
1085,15771,United Kingdom
1086,16452,United Kingdom
1087,14324,United Kingdom
1088,17871,United Kingdom
1089,12631,Finland
1090,17227,United Kingdom
1091,12860,United Kingdom
1092,17454,United Kingdom
1093,15224,United Kingdom
1094,12813,Netherlands
1095,15489,United Kingdom
1096,14451,United Kingdom
1097,14421,United Kingdom
1098,17801,United Kingdom
1099,16595,United Kingdom
1100,13907,United Kingdom
1101,16510,United Kingdom
1102,14420,United Kingdom
1103,16524,United Kingdom
1104,16166,United Kingdom
1105,16434,United Kingdom
1106,13869,United Kingdom
1107,13616,United Kingdom
1108,17591,United Kingdom
1109,14892,United Kingdom
1110,12877,United Kingdom
1111,14441,United Kingdom
1112,14754,United Kingdom
1113,15747,United Kingdom
1114,15795,United Kingdom
1115,18057,United Kingdom
1116,14461,United Kingdom
1117,14442,Channel Islands
1118,17966,United Kingdom
1119,15164,United Kingdom
1120,17048,United Kingdom
1121,17773,United Kingdom
1122,16954,United Kingdom
1123,15375,United Kingdom
1124,14343,United Kingdom
1125,15697,United Kingdom
1126,16867,United Kingdom
1127,16287,United Kingdom
1128,15198,United Kingdom
1129,13877,United Kingdom
1130,12470,Unspecified
1131,17769,United Kingdom
1132,17706,United Kingdom
1133,14715,United Kingdom
1134,12589,France
1135,16087,United Kingdom
1136,14472,United Kingdom
1137,13555,United Kingdom
1138,12733,USA
1139,14413,United Kingdom
1140,13315,United Kingdom
1141,17245,United Kingdom
1142,17307,United Kingdom
1143,17963,United Kingdom
1144,14983,United Kingdom
1145,13397,United Kingdom
1146,12987,United Kingdom
1147,13027,United Kingdom
1148,16727,United Kingdom
1149,14556,United Kingdom
1150,14388,United Kingdom
1151,17220,United Kingdom
1152,17356,United Kingdom
1153,17794,United Kingdom
1154,15191,United Kingdom
1155,14649,United Kingdom
1156,14595,United Kingdom
1157,16085,United Kingdom
1158,13982,United Kingdom
1159,17875,United Kingdom
1160,16634,United Kingdom
1161,14207,United Kingdom
1162,15095,United Kingdom
1163,12986,United Kingdom
1164,14431,United Kingdom
1165,14530,United Kingdom
1166,14320,United Kingdom
1167,14714,United Kingdom
1168,15910,United Kingdom
